7.356360942422580251e+01,0.000000000000000000e+00
6.875591024386218919e+01,3.124547004699707031e-02
6.812687773623100895e+01,7.810902595520019531e-02
6.797561491623370955e+01,1.093530654907226562e-01
6.780650056716602592e+01,1.405956745147705078e-01
6.740718437553114484e+01,1.874601840972900391e-01
6.711744754473406260e+01,2.197446823120117188e-01
6.708720052287658575e+01,2.666089534759521484e-01
6.703584663489297668e+01,2.978522777557373047e-01
6.695373239142752197e+01,3.447158336639404297e-01
6.639998912902892414e+01,3.915779590606689453e-01
6.582035266090063885e+01,4.228222370147705078e-01
6.556593173478349001e+01,4.696872234344482422e-01
6.552979987518227745e+01,5.165507793426513672e-01
6.553091907371526759e+01,5.477933883666992188e-01
6.553194057030650299e+01,5.946574211120605469e-01
6.553240897385086328e+01,6.259005069732666016e-01
6.553257594630460403e+01,6.727819442749023438e-01
6.553269757976275400e+01,7.040057182312011719e-01
6.553273396390544292e+01,7.508709430694580078e-01
6.553274481693613041e+01,7.821407318115234375e-01
6.553274806115037165e+01,8.289990425109863281e-01
6.553274903611281843e+01,8.602192401885986328e-01
6.553274933136844993e+01,9.070858955383300781e-01
6.553274942163474748e+01,9.383282661437988281e-01
6.553274944953469117e+01,9.851894378662109375e-01
6.553274945826315445e+01,1.016432285308837891e+00
6.553274946102958154e+01,1.063296556472778320e+00
6.553274946191835681e+01,1.110160112380981445e+00
6.553274946220786035e+01,1.141403436660766602e+00
6.553274946230345677e+01,1.172645807266235352e+00
6.553274946233544540e+01,1.219539165496826172e+00
6.553274946234628828e+01,1.250780820846557617e+00
6.553274946235001153e+01,1.297617912292480469e+00
6.553274946235130471e+01,1.334749221801757812e+00
6.553274946235173104e+01,1.365992307662963867e+00
6.553274946235190157e+01,1.412878990173339844e+00
6.553274946235195841e+01,1.444103240966796875e+00
6.553274946235197262e+01,1.490962743759155273e+00
6.553274946235198684e+01,1.523240566253662109e+00
6.553274946235198684e+01,1.570106506347656250e+00
6.553274946235198684e+01,1.601365089416503906e+00
6.553274946235198684e+01,1.648241043090820312e+00
6.553274946235198684e+01,1.695107698440551758e+00
6.553274946235198684e+01,1.726320266723632812e+00
6.553274946235198684e+01,1.773184061050415039e+00
6.553274946235198684e+01,1.820076227188110352e+00
6.553274946235198684e+01,1.851318359375000000e+00
6.553274946235198684e+01,1.898155450820922852e+00
6.553274946235198684e+01,1.945046901702880859e+00
6.553274946235198684e+01,1.976261854171752930e+00
