2.271004738757190481e+07,3.991007804870605469e-02
1.747034792127078027e+07,7.980322837829589844e-02
1.377730097279854864e+07,1.067318916320800781e-01
1.073811326013466343e+07,1.326625347137451172e-01
9.124886361070264131e+06,1.575961112976074219e-01
8.283852595745385624e+06,1.835267543792724609e-01
7.662619740852036513e+06,2.094573974609375000e-01
7.322831241199275479e+06,2.353880405426025391e-01
7.220714734140298329e+06,2.603211402893066406e-01
7.139153014276412316e+06,2.862515449523925781e-01
7.009587479000519030e+06,3.161718845367431641e-01
6.767154040200632066e+06,3.421025276184082031e-01
6.560392683064676821e+06,3.680331707000732422e-01
6.509739537115433253e+06,3.939635753631591797e-01
6.501736288930368610e+06,4.188971519470214844e-01
6.500994412579519674e+06,4.458243846893310547e-01
6.499181463459986262e+06,4.717545509338378906e-01
6.487308981404546648e+06,4.966895580291748047e-01
6.456070663677087054e+06,5.226199626922607422e-01
6.394931012995381840e+06,5.485506057739257812e-01
