5.448950001198680184e+03,4.986524581909179688e-03
4.315842934824494478e+03,9.996175765991210938e-03
3.764462793262417563e+03,1.399087905883789062e-02
3.579164590660398062e+03,1.994776725769042969e-02
3.529840225872969313e+03,2.493357658386230469e-02
3.516389059304719467e+03,2.995252609252929688e-02
3.512239281910606223e+03,3.393602371215820312e-02
3.510504211941718495e+03,3.892254829406738281e-02
3.509553570117970594e+03,4.291296005249023438e-02
3.509084589935760050e+03,4.789996147155761719e-02
3.508866957650541735e+03,5.188775062561035156e-02
3.508755451726453430e+03,5.687046051025390625e-02
3.508705928550391945e+03,6.186103820800781250e-02
3.508681629771306689e+03,6.585073471069335938e-02
3.508669973078791827e+03,7.083749771118164062e-02
3.508666096584275692e+03,7.482767105102539062e-02
3.508665454391481944e+03,7.981491088867187500e-02
3.508662131727721317e+03,8.380508422851562500e-02
3.508660622330613478e+03,8.878946304321289062e-02
3.508660064329184934e+03,9.377074241638183594e-02
